order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO44143,,12683.0,2011-03-02,2011-03-09,2011-03-14,3578.0,1.0,3578.0
SO44144,,1609.0,2011-03-02,2011-03-09,2011-03-14,3578.0,1.0,3578.0
SO44145,,1847.0,2011-03-02,2011-03-09,2011-03-14,3578.0,1.0,3578.0
SO44146,,1848.0,2011-03-02,2011-03-09,2011-03-14,3578.0,1.0,3578.0
SO44147,,1858.0,2011-03-02,2011-03-09,2011-03-14,3578.0,1.0,3578.0
SO44148,,12710.0,2011-03-03,2011-03-10,2011-03-15,3578.0,1.0,3578.0
SO44149,,1780.0,2011-03-03,2011-03-10,2011-03-15,3578.0,1.0,3578.0
SO44150,,1853.0,2011-03-03,2011-03-10,2011-03-15,3578.0,1.0,3578.0
SO44151,,10096.0,2011-03-03,2011-03-10,2011-03-15,699.0,1.0,699.0
SO44152,,,2011-03-04,2011-03-11,2011-03-16,3400.0,1.0,3400.0
SO44153,,12706.0,2011-03-04,2011-03-11,2011-03-16,3578.0,1.0,3578.0
SO44154,,12719.0,2011-03-04,2011-03-11,2011-03-16,3578.0,1.0,3578.0
SO44155,,12669.0,2011-03-04,2011-03-11,2011-03-16,3578.0,1.0,3578.0
SO44156,,10425.0,2011-03-04,2011-03-11,2011-03-16,3400.0,1.0,3400.0
SO44157,,1593.0,2011-03-04,2011-03-11,2011-03-16,3578.0,1.0,3578.0
SO44158,,,2011-03-05,2011-03-12,2011-03-17,3578.0,1.0,3578.0
SO44159,,12720.0,2011-03-05,2011-03-12,2011-03-17,3578.0,1.0,3578.0
SO44160,,12724.0,2011-03-05,2011-03-12,2011-03-17,3578.0,1.0,3578.0
SO44161,,,2011-03-06,2011-03-13,2011-03-18,3578.0,1.0,3578.0
SO44162,,12723.0,2011-03-06,2011-03-13,2011-03-18,3578.0,1.0,3578.0
SO44163,,12731.0,2011-03-06,2011-03-13,2011-03-18,3578.0,1.0,3578.0
SO44164,,12626.0,2011-03-06,2011-03-13,2011-03-18,3578.0,1.0,3578.0
SO44165,,1603.0,2011-03-06,2011-03-13,2011-03-18,3578.0,1.0,3578.0
SO44166,,,2011-03-06,2011-03-13,2011-03-18,699.0,1.0,699.0
SO44167,,1846.0,2011-03-06,2011-03-13,2011-03-18,3578.0,1.0,3578.0
SO44168,,,2011-03-07,2011-03-14,2011-03-19,3578.0,1.0,3578.0
SO44169,,12717.0,2011-03-07,2011-03-14,2011-03-19,3578.0,1.0,3578.0
SO44170,,12721.0,2011-03-07,2011-03-14,2011-03-19,3578.0,1.0,3578.0
SO44171,,12650.0,2011-03-07,2011-03-14,2011-03-19,3578.0,1.0,3578.0
SO44172,,,2011-03-07,2011-03-14,2011-03-19,699.0,1.0,699.0
SO44173,,,2011-03-08,2011-03-15,2011-03-20,3578.0,1.0,3578.0
SO44174,,1767.0,2011-03-08,2011-03-15,2011-03-20,3578.0,1.0,3578.0
SO44175,,1784.0,2011-03-08,2011-03-15,2011-03-20,3578.0,1.0,3578.0
SO44176,,,2011-03-09,2011-03-16,2011-03-21,3578.0,1.0,3578.0
SO44177,,,2011-03-09,2011-03-16,2011-03-21,3375.0,1.0,3375.0
SO44178,,12635.0,2011-03-09,2011-03-16,2011-03-21,3578.0,1.0,3578.0
SO44179,,10426.0,2011-03-09,2011-03-16,2011-03-21,3375.0,1.0,3375.0
SO44180,,59.0,2011-03-09,2011-03-16,2011-03-21,3400.0,1.0,3400.0
SO44181,,1832.0,2011-03-09,2011-03-16,2011-03-21,3578.0,1.0,3578.0
SO44182,,1837.0,2011-03-09,2011-03-16,2011-03-21,3578.0,1.0,3578.0
SO44183,,12696.0,2011-03-10,2011-03-17,2011-03-22,3578.0,1.0,3578.0
SO44184,,1785.0,2011-03-10,2011-03-17,2011-03-22,3578.0,1.0,3578.0
SO44185,,1818.0,2011-03-10,2011-03-17,2011-03-22,3578.0,1.0,3578.0
SO44186,,10427.0,2011-03-12,2011-03-19,2011-03-24,3400.0,1.0,3400.0
SO44187,,1607.0,2011-03-12,2011-03-19,2011-03-24,3578.0,1.0,3578.0
SO44188,,4590.0,2011-03-13,2011-03-20,2011-03-25,699.0,1.0,699.0
SO44189,,4592.0,2011-03-13,2011-03-20,2011-03-25,699.0,1.0,699.0
SO44190,,62.0,2011-03-13,2011-03-20,2011-03-25,3375.0,1.0,3375.0
SO44191,,1786.0,2011-03-13,2011-03-20,2011-03-25,3578.0,1.0,3578.0
SO44192,,,2011-03-14,2011-03-21,2011-03-26,3578.0,1.0,3578.0
SO44193,,12702.0,2011-03-14,2011-03-21,2011-03-26,3578.0,1.0,3578.0
SO44194,,1602.0,2011-03-14,2011-03-21,2011-03-26,3578.0,1.0,3578.0
SO44195,,1787.0,2011-03-14,2011-03-21,2011-03-26,3578.0,1.0,3578.0
SO44196,,1833.0,2011-03-14,2011-03-21,2011-03-26,3578.0,1.0,3578.0
SO44197,,12634.0,2011-03-15,2011-03-22,2011-03-27,3578.0,1.0,3578.0
SO44198,,12688.0,2011-03-15,2011-03-22,2011-03-27,3578.0,1.0,3578.0
SO44199,,1797.0,2011-03-15,2011-03-22,2011-03-27,3578.0,1.0,3578.0
SO44200,,1850.0,2011-03-15,2011-03-22,2011-03-27,3578.0,1.0,3578.0
SO44201,,,2011-03-16,2011-03-23,2011-03-28,3578.0,1.0,3578.0
SO44202,,12697.0,2011-03-16,2011-03-23,2011-03-28,3578.0,1.0,3578.0
SO44203,,12687.0,2011-03-16,2011-03-23,2011-03-28,3578.0,1.0,3578.0
SO44204,,,2011-03-16,2011-03-23,2011-03-28,699.0,1.0,699.0
SO44205,,1823.0,2011-03-16,2011-03-23,2011-03-28,3578.0,1.0,3578.0
SO44206,,,2011-03-17,2011-03-24,2011-03-29,3400.0,1.0,3400.0
SO44207,,12700.0,2011-03-17,2011-03-24,2011-03-29,3578.0,1.0,3578.0
SO44208,,10417.0,2011-03-17,2011-03-24,2011-03-29,3400.0,1.0,3400.0
SO44209,,1795.0,2011-03-17,2011-03-24,2011-03-29,3578.0,1.0,3578.0
SO44210,,,2011-03-18,2011-03-25,2011-03-30,3578.0,1.0,3578.0
SO44211,,12692.0,2011-03-18,2011-03-25,2011-03-30,3578.0,1.0,3578.0
SO44212,,12708.0,2011-03-18,2011-03-25,2011-03-30,3578.0,1.0,3578.0
SO44213,,1889.0,2011-03-18,2011-03-25,2011-03-30,3578.0,1.0,3578.0
SO44214,,1870.0,2011-03-18,2011-03-25,2011-03-30,3578.0,1.0,3578.0
SO44215,,12718.0,2011-03-19,2011-03-26,2011-03-31,3578.0,1.0,3578.0
SO44216,,,2011-03-19,2011-03-26,2011-03-31,3578.0,1.0,3578.0
SO44217,,12686.0,2011-03-19,2011-03-26,2011-03-31,3578.0,1.0,3578.0
SO44218,,6647.0,2011-03-19,2011-03-26,2011-03-31,3578.0,1.0,3578.0
SO44219,,,2011-03-19,2011-03-26,2011-03-31,699.0,1.0,699.0
SO44220,,61.0,2011-03-19,2011-03-26,2011-03-31,3400.0,1.0,3400.0
SO44221,,1793.0,2011-03-19,2011-03-26,2011-03-31,3578.0,1.0,3578.0
SO44222,,1796.0,2011-03-19,2011-03-26,2011-03-31,3578.0,1.0,3578.0
SO44223,,,2011-03-20,2011-03-27,2011-04-01,3578.0,1.0,3578.0
SO44224,,12704.0,2011-03-20,2011-03-27,2011-04-01,3578.0,1.0,3578.0
SO44225,,4598.0,2011-03-21,2011-03-28,2011-04-02,699.0,1.0,699.0
SO44226,,,2011-03-21,2011-03-28,2011-04-02,3578.0,1.0,3578.0
SO44227,,,2011-03-21,2011-03-28,2011-04-02,3375.0,1.0,3375.0
SO44228,,,2011-03-21,2011-03-28,2011-04-02,3400.0,1.0,3400.0
SO44229,,10424.0,2011-03-21,2011-03-28,2011-04-02,3400.0,1.0,3400.0
SO44230,,1779.0,2011-03-21,2011-03-28,2011-04-02,3578.0,1.0,3578.0
SO44231,,2511.0,2011-03-21,2011-03-28,2011-04-02,699.0,1.0,699.0
SO44232,,1872.0,2011-03-21,2011-03-28,2011-04-02,3578.0,1.0,3578.0
SO44233,,,2011-03-22,2011-03-29,2011-04-03,3578.0,1.0,3578.0
SO44234,,12722.0,2011-03-22,2011-03-29,2011-04-03,3578.0,1.0,3578.0
SO44235,,6655.0,2011-03-22,2011-03-29,2011-04-03,3578.0,1.0,3578.0
SO44236,,12729.0,2011-03-22,2011-03-29,2011-04-03,3578.0,1.0,3578.0
SO44237,,1594.0,2011-03-22,2011-03-29,2011-04-03,3578.0,1.0,3578.0
SO44238,,1617.0,2011-03-22,2011-03-29,2011-04-03,3578.0,1.0,3578.0
SO44239,,,2011-03-23,2011-03-30,2011-04-04,3578.0,1.0,3578.0
SO44240,,,2011-03-23,2011-03-30,2011-04-04,3578.0,1.0,3578.0
SO44241,,12693.0,2011-03-23,2011-03-30,2011-04-04,3578.0,1.0,3578.0
SO44242,,12701.0,2011-03-23,2011-03-30,2011-04-04,3578.0,1.0,3578.0
SO44243,,1816.0,2011-03-23,2011-03-30,2011-04-04,3578.0,1.0,3578.0
SO44244,,1867.0,2011-03-23,2011-03-30,2011-04-04,3578.0,1.0,3578.0
SO44245,,10094.0,2011-03-23,2011-03-30,2011-04-04,699.0,1.0,699.0
SO44246,,,2011-03-24,2011-03-31,2011-04-05,3578.0,1.0,3578.0
SO44247,,1771.0,2011-03-24,2011-03-31,2011-04-05,3578.0,1.0,3578.0
SO44248,,1778.0,2011-03-24,2011-03-31,2011-04-05,3578.0,1.0,3578.0
SO44249,,,2011-03-25,2011-04-01,2011-04-06,3578.0,1.0,3578.0
SO44250,,12705.0,2011-03-25,2011-04-01,2011-04-06,3578.0,1.0,3578.0
SO44251,,12728.0,2011-03-25,2011-04-01,2011-04-06,3578.0,1.0,3578.0
SO44252,,,2011-03-26,2011-04-02,2011-04-07,3578.0,1.0,3578.0
SO44253,,12637.0,2011-03-26,2011-04-02,2011-04-07,3578.0,1.0,3578.0
SO44254,,12680.0,2011-03-26,2011-04-02,2011-04-07,3578.0,1.0,3578.0
SO44255,,,2011-03-26,2011-04-02,2011-04-07,699.0,1.0,699.0
SO44256,,1770.0,2011-03-26,2011-04-02,2011-04-07,3578.0,1.0,3578.0
SO44257,,,2011-03-27,2011-04-03,2011-04-08,3578.0,1.0,3578.0
SO44258,,,2011-03-27,2011-04-03,2011-04-08,3578.0,1.0,3578.0
SO44259,,12709.0,2011-03-27,2011-04-03,2011-04-08,3578.0,1.0,3578.0
SO44260,,12732.0,2011-03-27,2011-04-03,2011-04-08,3578.0,1.0,3578.0
SO44261,,6650.0,2011-03-27,2011-04-03,2011-04-08,3578.0,1.0,3578.0
SO44262,,4687.0,2011-03-27,2011-04-03,2011-04-08,699.0,1.0,699.0
SO44263,,1817.0,2011-03-27,2011-04-03,2011-04-08,3578.0,1.0,3578.0
SO44264,,1824.0,2011-03-27,2011-04-03,2011-04-08,3578.0,1.0,3578.0
SO44265,,10095.0,2011-03-27,2011-04-03,2011-04-08,699.0,1.0,699.0
SO44266,,10097.0,2011-03-27,2011-04-03,2011-04-08,699.0,1.0,699.0
SO44267,,3877.0,2011-03-28,2011-04-04,2011-04-09,699.0,1.0,699.0
SO44268,,,2011-03-28,2011-04-04,2011-04-09,3578.0,1.0,3578.0
SO44269,,,2011-03-29,2011-04-05,2011-04-10,699.0,1.0,699.0
SO44270,,,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44271,,,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44272,,,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44273,,12685.0,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44274,,12690.0,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44275,,1794.0,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44276,,1815.0,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44277,,1826.0,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44278,,1831.0,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44279,,1864.0,2011-03-30,2011-04-06,2011-04-11,3578.0,1.0,3578.0
SO44320,,,2011-03-31,2011-04-07,2011-04-12,3578.0,1.0,3578.0
SO44321,,12760.0,2011-03-31,2011-04-07,2011-04-12,3578.0,1.0,3578.0
SO44322,,2513.0,2011-03-31,2011-04-07,2011-04-12,699.0,1.0,699.0
SO44323,,73.0,2011-03-31,2011-04-07,2011-04-12,3400.0,1.0,3400.0
SO44324,,,2011-04-01,2011-04-08,2011-04-13,3578.0,1.0,3578.0
SO44325,,96.0,2011-04-01,2011-04-08,2011-04-13,3375.0,1.0,3375.0
SO44326,,2266.0,2011-04-01,2011-04-08,2011-04-13,3578.0,1.0,3578.0
SO44327,,13044.0,2011-04-02,2011-04-09,2011-04-14,3578.0,1.0,3578.0
SO44328,,2459.0,2011-04-02,2011-04-09,2011-04-14,3578.0,1.0,3578.0
SO44329,,2442.0,2011-04-02,2011-04-09,2011-04-14,3578.0,1.0,3578.0
SO44330,,12737.0,2011-04-02,2011-04-09,2011-04-14,3578.0,1.0,3578.0
SO44331,,12795.0,2011-04-03,2011-04-10,2011-04-15,3578.0,1.0,3578.0
SO44332,,2048.0,2011-04-03,2011-04-10,2011-04-15,3578.0,1.0,3578.0
SO44333,,,2011-04-04,2011-04-11,2011-04-16,3400.0,1.0,3400.0
SO44334,,12811.0,2011-04-04,2011-04-11,2011-04-16,3578.0,1.0,3578.0
SO44335,,4703.0,2011-04-04,2011-04-11,2011-04-16,699.0,1.0,699.0
SO44336,,10433.0,2011-04-04,2011-04-11,2011-04-16,3400.0,1.0,3400.0
SO44337,,98.0,2011-04-04,2011-04-11,2011-04-16,3375.0,1.0,3375.0
SO44338,,2726.0,2011-04-04,2011-04-11,2011-04-16,3578.0,1.0,3578.0
SO44339,,2727.0,2011-04-04,2011-04-11,2011-04-16,3578.0,1.0,3578.0
SO44340,,1892.0,2011-04-04,2011-04-11,2011-04-16,3578.0,1.0,3578.0
SO44341,,10443.0,2011-04-05,2011-04-12,2011-04-17,3375.0,1.0,3375.0
SO44342,,,2011-04-05,2011-04-12,2011-04-17,699.0,1.0,699.0
SO44343,,2458.0,2011-04-05,2011-04-12,2011-04-17,3578.0,1.0,3578.0
SO44344,,,2011-04-06,2011-04-13,2011-04-18,3578.0,1.0,3578.0
SO44345,,12738.0,2011-04-06,2011-04-13,2011-04-18,3578.0,1.0,3578.0
SO44346,,,2011-04-06,2011-04-13,2011-04-18,699.0,1.0,699.0
SO44347,,2449.0,2011-04-06,2011-04-13,2011-04-18,3578.0,1.0,3578.0
SO44348,,,2011-04-07,2011-04-14,2011-04-19,3578.0,1.0,3578.0
SO44349,,12781.0,2011-04-07,2011-04-14,2011-04-19,3578.0,1.0,3578.0
SO44350,,12782.0,2011-04-07,2011-04-14,2011-04-19,3578.0,1.0,3578.0
SO44351,,12809.0,2011-04-07,2011-04-14,2011-04-19,3578.0,1.0,3578.0
SO44352,,12835.0,2011-04-07,2011-04-14,2011-04-19,3578.0,1.0,3578.0
SO44353,,,2011-04-07,2011-04-14,2011-04-19,699.0,1.0,699.0
SO44354,,,2011-04-07,2011-04-14,2011-04-19,699.0,1.0,699.0
SO44355,,94.0,2011-04-07,2011-04-14,2011-04-19,3400.0,1.0,3400.0
SO44356,,100.0,2011-04-07,2011-04-14,2011-04-19,3400.0,1.0,3400.0
SO44357,,2049.0,2011-04-07,2011-04-14,2011-04-19,3578.0,1.0,3578.0
SO44358,,2270.0,2011-04-07,2011-04-14,2011-04-19,3578.0,1.0,3578.0
SO44359,,,2011-04-08,2011-04-15,2011-04-20,3578.0,1.0,3578.0
SO44360,,,2011-04-08,2011-04-15,2011-04-20,3578.0,1.0,3578.0
SO44361,,,2011-04-08,2011-04-15,2011-04-20,3578.0,1.0,3578.0
SO44362,,12797.0,2011-04-08,2011-04-15,2011-04-20,3578.0,1.0,3578.0
SO44363,,12823.0,2011-04-08,2011-04-15,2011-04-20,3578.0,1.0,3578.0
SO44364,,93.0,2011-04-08,2011-04-15,2011-04-20,3375.0,1.0,3375.0
SO44365,,2450.0,2011-04-08,2011-04-15,2011-04-20,3578.0,1.0,3578.0
SO44366,,2040.0,2011-04-08,2011-04-15,2011-04-20,3578.0,1.0,3578.0
SO44367,,10100.0,2011-04-08,2011-04-15,2011-04-20,699.0,1.0,699.0
SO44368,,,2011-04-09,2011-04-16,2011-04-21,3578.0,1.0,3578.0
SO44369,,12788.0,2011-04-09,2011-04-16,2011-04-21,3578.0,1.0,3578.0
SO44370,,2731.0,2011-04-09,2011-04-16,2011-04-21,3578.0,1.0,3578.0
SO44371,,2052.0,2011-04-09,2011-04-16,2011-04-21,3578.0,1.0,3578.0
SO44372,,2274.0,2011-04-09,2011-04-16,2011-04-21,3578.0,1.0,3578.0
SO44373,,,2011-04-10,2011-04-17,2011-04-22,3578.0,1.0,3578.0
SO44374,,,2011-04-10,2011-04-17,2011-04-22,3578.0,1.0,3578.0
SO44375,,,2011-04-10,2011-04-17,2011-04-22,3578.0,1.0,3578.0
SO44376,,13845.0,2011-04-10,2011-04-17,2011-04-22,3375.0,1.0,3375.0
SO44377,,12772.0,2011-04-10,2011-04-17,2011-04-22,3578.0,1.0,3578.0
SO44378,,10441.0,2011-04-10,2011-04-17,2011-04-22,3375.0,1.0,3375.0
SO44379,,81.0,2011-04-10,2011-04-17,2011-04-22,3375.0,1.0,3375.0
SO44380,,2453.0,2011-04-10,2011-04-17,2011-04-22,3578.0,1.0,3578.0
SO44381,,,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44382,,,2011-04-11,2011-04-18,2011-04-23,3400.0,1.0,3400.0
SO44383,,12806.0,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44384,,12834.0,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44385,,12836.0,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44386,,13033.0,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44387,,97.0,2011-04-11,2011-04-18,2011-04-23,3375.0,1.0,3375.0
SO44388,,2462.0,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44389,,2463.0,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44390,,1891.0,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44391,,2268.0,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44392,,2448.0,2011-04-11,2011-04-18,2011-04-23,3578.0,1.0,3578.0
SO44393,,13844.0,2011-04-12,2011-04-19,2011-04-24,3400.0,1.0,3400.0
SO44394,,12784.0,2011-04-12,2011-04-19,2011-04-24,3578.0,1.0,3578.0
SO44395,,12877.0,2011-04-12,2011-04-19,2011-04-24,3578.0,1.0,3578.0
SO44396,,10439.0,2011-04-12,2011-04-19,2011-04-24,3400.0,1.0,3400.0
SO44397,,,2011-04-12,2011-04-19,2011-04-24,699.0,1.0,699.0
SO44398,,2271.0,2011-04-12,2011-04-19,2011-04-24,3578.0,1.0,3578.0
SO44399,,12778.0,2011-04-13,2011-04-20,2011-04-25,3578.0,1.0,3578.0
SO44400,,13034.0,2011-04-13,2011-04-20,2011-04-25,3578.0,1.0,3578.0
SO44401,,2053.0,2011-04-13,2011-04-20,2011-04-25,3578.0,1.0,3578.0
SO44402,,,2011-04-14,2011-04-21,2011-04-26,3578.0,1.0,3578.0
SO44403,,4382.0,2011-04-14,2011-04-21,2011-04-26,3375.0,1.0,3375.0
SO44404,,12759.0,2011-04-15,2011-04-22,2011-04-27,3578.0,1.0,3578.0
SO44405,,12762.0,2011-04-15,2011-04-22,2011-04-27,3578.0,1.0,3578.0
SO44406,,12837.0,2011-04-15,2011-04-22,2011-04-27,3578.0,1.0,3578.0
SO44407,,78.0,2011-04-15,2011-04-22,2011-04-27,3375.0,1.0,3375.0
SO44408,,104.0,2011-04-15,2011-04-22,2011-04-27,3375.0,1.0,3375.0
SO44409,,10101.0,2011-04-15,2011-04-22,2011-04-27,699.0,1.0,699.0
SO44410,,12761.0,2011-04-16,2011-04-23,2011-04-28,3578.0,1.0,3578.0
SO44411,,13030.0,2011-04-16,2011-04-23,2011-04-28,3578.0,1.0,3578.0
SO44412,,101.0,2011-04-16,2011-04-23,2011-04-28,3375.0,1.0,3375.0
SO44413,,,2011-04-17,2011-04-24,2011-04-29,3578.0,1.0,3578.0
SO44414,,12878.0,2011-04-17,2011-04-24,2011-04-29,3578.0,1.0,3578.0
SO44415,,12893.0,2011-04-17,2011-04-24,2011-04-29,3578.0,1.0,3578.0
SO44416,,70.0,2011-04-17,2011-04-24,2011-04-29,3400.0,1.0,3400.0
SO44417,,2455.0,2011-04-17,2011-04-24,2011-04-29,3578.0,1.0,3578.0
SO44418,,2457.0,2011-04-17,2011-04-24,2011-04-29,3578.0,1.0,3578.0
SO44419,,1890.0,2011-04-17,2011-04-24,2011-04-29,3578.0,1.0,3578.0
SO44420,,2050.0,2011-04-17,2011-04-24,2011-04-29,3578.0,1.0,3578.0
SO44421,,,2011-04-18,2011-04-25,2011-04-30,3578.0,1.0,3578.0
SO44422,,3891.0,2011-04-18,2011-04-25,2011-04-30,699.0,1.0,699.0
SO44423,,13032.0,2011-04-18,2011-04-25,2011-04-30,3578.0,1.0,3578.0
SO44424,,2454.0,2011-04-18,2011-04-25,2011-04-30,3578.0,1.0,3578.0
SO44425,,2042.0,2011-04-18,2011-04-25,2011-04-30,3578.0,1.0,3578.0
SO44426,,,2011-04-19,2011-04-26,2011-05-01,3578.0,1.0,3578.0
SO44427,,,2011-04-19,2011-04-26,2011-05-01,3578.0,1.0,3578.0
SO44428,,12900.0,2011-04-19,2011-04-26,2011-05-01,3578.0,1.0,3578.0
SO44429,,13029.0,2011-04-19,2011-04-26,2011-05-01,3578.0,1.0,3578.0
SO44430,,2465.0,2011-04-19,2011-04-26,2011-05-01,3578.0,1.0,3578.0
SO44431,,2263.0,2011-04-19,2011-04-26,2011-05-01,3578.0,1.0,3578.0
SO44432,,,2011-04-20,2011-04-27,2011-05-02,3578.0,1.0,3578.0
SO44433,,12808.0,2011-04-20,2011-04-27,2011-05-02,3578.0,1.0,3578.0
SO44434,,13026.0,2011-04-20,2011-04-27,2011-05-02,3578.0,1.0,3578.0
SO44435,,13019.0,2011-04-21,2011-04-28,2011-05-03,3578.0,1.0,3578.0
SO44436,,11168.0,2011-04-21,2011-04-28,2011-05-03,699.0,1.0,699.0
SO44437,,77.0,2011-04-21,2011-04-28,2011-05-03,3400.0,1.0,3400.0
SO44438,,2447.0,2011-04-21,2011-04-28,2011-05-03,3578.0,1.0,3578.0
SO44439,,,2011-04-22,2011-04-29,2011-05-04,3578.0,1.0,3578.0
SO44440,,,2011-04-22,2011-04-29,2011-05-04,3578.0,1.0,3578.0
SO44441,,6656.0,2011-04-22,2011-04-29,2011-05-04,3578.0,1.0,3578.0
SO44442,,,2011-04-22,2011-04-29,2011-05-04,699.0,1.0,699.0
SO44443,,1908.0,2011-04-22,2011-04-29,2011-05-04,3578.0,1.0,3578.0
SO44444,,,2011-04-24,2011-05-01,2011-05-06,3578.0,1.0,3578.0
SO44445,,2016.0,2011-04-25,2011-05-02,2011-05-07,3578.0,1.0,3578.0
SO44446,,2452.0,2011-04-25,2011-05-02,2011-05-07,3578.0,1.0,3578.0
SO44447,,,2011-04-26,2011-05-03,2011-05-08,3578.0,1.0,3578.0
SO44448,,12802.0,2011-04-26,2011-05-03,2011-05-08,3578.0,1.0,3578.0
SO44449,,12831.0,2011-04-26,2011-05-03,2011-05-08,3578.0,1.0,3578.0
SO44450,,12832.0,2011-04-26,2011-05-03,2011-05-08,3578.0,1.0,3578.0
SO44451,,12833.0,2011-04-26,2011-05-03,2011-05-08,3578.0,1.0,3578.0
SO44452,,4702.0,2011-04-26,2011-05-03,2011-05-08,699.0,1.0,699.0
SO44453,,2461.0,2011-04-26,2011-05-03,2011-05-08,3578.0,1.0,3578.0
SO44454,,2464.0,2011-04-26,2011-05-03,2011-05-08,3578.0,1.0,3578.0
SO44455,,2051.0,2011-04-26,2011-05-03,2011-05-08,3578.0,1.0,3578.0
SO44456,,10098.0,2011-04-26,2011-05-03,2011-05-08,699.0,1.0,699.0
SO44457,,12734.0,2011-04-27,2011-05-04,2011-05-09,3578.0,1.0,3578.0
SO44458,,12785.0,2011-04-27,2011-05-04,2011-05-09,3578.0,1.0,3578.0
SO44459,,12826.0,2011-04-27,2011-05-04,2011-05-09,3578.0,1.0,3578.0
SO44460,,4688.0,2011-04-27,2011-05-04,2011-05-09,699.0,1.0,699.0
SO44461,,2456.0,2011-04-27,2011-05-04,2011-05-09,3578.0,1.0,3578.0
SO44462,,,2011-04-28,2011-05-05,2011-05-10,3578.0,1.0,3578.0
SO44463,,3878.0,2011-04-28,2011-05-05,2011-05-10,699.0,1.0,699.0
SO44464,,6658.0,2011-04-28,2011-05-05,2011-05-10,3578.0,1.0,3578.0
SO44465,,,2011-04-28,2011-05-05,2011-05-10,699.0,1.0,699.0
SO44466,,11178.0,2011-04-28,2011-05-05,2011-05-10,699.0,1.0,699.0
SO44467,,71.0,2011-04-28,2011-05-05,2011-05-10,3400.0,1.0,3400.0
SO44468,,76.0,2011-04-28,2011-05-05,2011-05-10,3375.0,1.0,3375.0
SO44469,,2272.0,2011-04-28,2011-05-05,2011-05-10,3578.0,1.0,3578.0
SO44470,,2273.0,2011-04-28,2011-05-05,2011-05-10,3578.0,1.0,3578.0
SO44471,,10099.0,2011-04-28,2011-05-05,2011-05-10,699.0,1.0,699.0
SO44472,,,2011-04-29,2011-05-06,2011-05-11,3578.0,1.0,3578.0
SO44473,,12793.0,2011-04-29,2011-05-06,2011-05-11,3578.0,1.0,3578.0
SO44474,,,2011-04-29,2011-05-06,2011-05-11,699.0,1.0,699.0
SO44475,,102.0,2011-04-29,2011-05-06,2011-05-11,3400.0,1.0,3400.0
SO44476,,2451.0,2011-04-29,2011-05-06,2011-05-11,3578.0,1.0,3578.0
SO44477,,2460.0,2011-04-29,2011-05-06,2011-05-11,3578.0,1.0,3578.0
SO44478,,2264.0,2011-04-29,2011-05-06,2011-05-11,3578.0,1.0,3578.0
SO44479,,13837.0,2011-04-30,2011-05-07,2011-05-12,3375.0,1.0,3375.0
SO44480,,10429.0,2011-04-30,2011-05-07,2011-05-12,3375.0,1.0,3375.0
SO44571,,13894.0,2011-05-01,2011-05-08,2011-05-13,3400.0,1.0,3400.0
SO44572,,13110.0,2011-05-01,2011-05-08,2011-05-13,3578.0,1.0,3578.0
SO44573,,10455.0,2011-05-01,2011-05-08,2011-05-13,3400.0,1.0,3400.0
SO44574,,108.0,2011-05-01,2011-05-08,2011-05-13,3375.0,1.0,3375.0
SO44575,,111.0,2011-05-01,2011-05-08,2011-05-13,3400.0,1.0,3400.0
SO44576,,13106.0,2011-05-01,2011-05-08,2011-05-13,3578.0,1.0,3578.0
SO44577,,13113.0,2011-05-02,2011-05-09,2011-05-14,3578.0,1.0,3578.0
SO44578,,13099.0,2011-05-02,2011-05-09,2011-05-14,3578.0,1.0,3578.0
SO44579,,13108.0,2011-05-02,2011-05-09,2011-05-14,3578.0,1.0,3578.0
SO44580,,,2011-05-03,2011-05-10,2011-05-15,3578.0,1.0,3578.0
SO44581,,109.0,2011-05-03,2011-05-10,2011-05-15,3375.0,1.0,3375.0
SO44582,,135.0,2011-05-03,2011-05-10,2011-05-15,3400.0,1.0,3400.0
SO44583,,2748.0,2011-05-03,2011-05-10,2011-05-15,3578.0,1.0,3578.0
